ResourceProvider,ResourceType,Description,Operation
Microsoft.AlertsManagement,alertsMetaData,Get alerts meta data for the input parameter.,Microsoft.AlertsManagement/alertsMetaData/read
Microsoft.AlertsManagement,alertsSummary,Get the summary of alerts,Microsoft.AlertsManagement/alertsSummary/read
Microsoft.AlertsManagement,alertsSummaryList,Get the summary of alerts across subscriptions,Microsoft.AlertsManagement/alertsSummaryList/read
Microsoft.AlertsManagement,none,Registers the subscription for the Microsoft Alerts Management,Microsoft.AlertsManagement/register/action
Microsoft.AlertsManagement,none,Subscription Registration Action,Microsoft.AlertsManagement/register/action
Microsoft.AlertsManagement,operations,Reads the operations provided,Microsoft.AlertsManagement/Operations/read
Microsoft.AlertsManagement,resourceHealthAlertRules,Create or update Resource Health alert rule in a given subscription,Microsoft.AlertsManagement/resourceHealthAlertRules/write
Microsoft.AlertsManagement,resourceHealthAlertRules,Delete Resource Health alert rule in a given subscription,Microsoft.AlertsManagement/resourceHealthAlertRules/delete
Microsoft.AlertsManagement,resourceHealthAlertRules,Get all the Resource Health alert rules for the input filters,Microsoft.AlertsManagement/resourceHealthAlertRules/read
Microsoft.AlertsManagement,smartDetectorAlertRules,Create or update Smart Detector alert rule in a given subscription,Microsoft.AlertsManagement/smartDetectorAlertRules/write
Microsoft.AlertsManagement,smartDetectorAlertRules,Delete Smart Detector alert rule in a given subscription,Microsoft.AlertsManagement/smartDetectorAlertRules/delete
Microsoft.AlertsManagement,smartDetectorAlertRules,Get all the Smart Detector alert rules for the input filters,Microsoft.AlertsManagement/smartDetectorAlertRules/read
Microsoft.AlertsManagement,smartGroups,Get history of the smart group,Microsoft.AlertsManagement/smartGroups/history/read
Microsoft.AlertsManagement,smartGroups,Change the state of the smart group,Microsoft.AlertsManagement/smartGroups/changestate/action
Microsoft.AlertsManagement,smartGroups,Get all the smart groups for the input filters,Microsoft.AlertsManagement/smartGroups/read
Microsoft.AnalysisServices,locations/checkNameAvailability,Checks that given Analysis Server name is valid and not in use.,Microsoft.AnalysisServices/locations/checkNameAvailability/action
Microsoft.AnalysisServices,locations/operationresults,Retrieves the information of the specified operation result.,Microsoft.AnalysisServices/locations/operationresults/read
Microsoft.AnalysisServices,locations/operationstatuses,Retrieves the information of the specified operation status.,Microsoft.AnalysisServices/locations/operationstatuses/read
Microsoft.AnalysisServices,none,Registers Analysis Services resource provider.,Microsoft.AnalysisServices/register/action
Microsoft.AnalysisServices,none,Retrieves the information of Skus,Microsoft.AnalysisServices/skus/read
Microsoft.AnalysisServices,operations,Retrieves the information of operations,Microsoft.AnalysisServices/operations/read
Microsoft.AnalysisServices,servers,Creates or updates the specified Analysis Server.,Microsoft.AnalysisServices/servers/write
Microsoft.AnalysisServices,servers,Deletes the Analysis Server.,Microsoft.AnalysisServices/servers/delete
Microsoft.AnalysisServices,servers,List the status of the gateway associated with the server.,Microsoft.AnalysisServices/servers/listGatewayStatus/action
Microsoft.AnalysisServices,servers,Retrieves the information of the specified Analysis Server.,Microsoft.AnalysisServices/servers/read
Microsoft.AnalysisServices,servers,Retrieve available SKU information for the server,Microsoft.AnalysisServices/servers/skus/read
Microsoft.AnalysisServices,servers,Resumes the Analysis Server.,Microsoft.AnalysisServices/servers/resume/action
Microsoft.AnalysisServices,servers,Suspends the Analysis Server.,Microsoft.AnalysisServices/servers/suspend/action
Microsoft.AnyBuild,clusters,Build commands on agents in a specific cluster.,Microsoft.AnyBuild/clusters/build/write
Microsoft.AnyBuild,clusters,Read build output and available agents from a specific cluster.,Microsoft.AnyBuild/clusters/build/read
Microsoft.AnyBuild,Locations,n/a,n/a
Microsoft.AnyBuild,Locations/OperationStatuses,n/a,n/a
Microsoft.AnyBuild,Operations,n/a,n/a
Microsoft.ApiManagement,checkFeedbackRequired,n/a,n/a
Microsoft.ApiManagement,checkNameAvailability,Checks if provided service name is available,Microsoft.ApiManagement/checkNameAvailability/read
Microsoft.ApiManagement,checkServiceNameAvailability,n/a,n/a
Microsoft.ApiManagement,deletedServices,Get deleted API Management Services which can be restored within the soft-delete period,Microsoft.ApiManagement/deletedservices/read
Microsoft.ApiManagement,getDomainOwnershipIdentifier,n/a,n/a
Microsoft.ApiManagement,locations/deletedServices,Delete API Management Service without the option to restore it,Microsoft.ApiManagement/locations/deletedservices/delete
Microsoft.ApiManagement,none,Get reports aggregated by time periods, geographical region
Microsoft.ApiManagement,none,Register subscription for Microsoft.ApiManagement resource provider,Microsoft.ApiManagement/register/action
Microsoft.ApiManagement,none,Un-register subscription for Microsoft.ApiManagement resource provider,Microsoft.ApiManagement/unregister/action
Microsoft.ApiManagement,operations,Read all API operations available for Microsoft.ApiManagement resource,Microsoft.ApiManagement/operations/read
Microsoft.ApiManagement,reportFeedback,n/a,n/a
Microsoft.ApiManagement,service,Lists all Products, which the API is part of.
Microsoft.ApiManagement,service,Creates a new Diagnostic for an API or updates an existing one. or Updates the details of the Diagnostic for an API specified by its identifier.,Microsoft.ApiManagement/service/apis/diagnostics/write
Microsoft.ApiManagement,service,Lists all diagnostics of an API. or Gets the details of the Diagnostic for an API specified by its identifier.,Microsoft.ApiManagement/service/apis/diagnostics/read
Microsoft.ApiManagement,service,Deletes the specified Diagnostic from an API.,Microsoft.ApiManagement/service/apis/diagnostics/delete
Microsoft.ApiManagement,service,Creates a new Issue for an API or updates an existing one. or Updates an existing issue for an API.,Microsoft.ApiManagement/service/apis/issues/write
Microsoft.ApiManagement,service,Lists all issues associated with the specified API. or Gets the details of the Issue for an API specified by its identifier.,Microsoft.ApiManagement/service/apis/issues/read
Microsoft.ApiManagement,service,Deletes the specified Issue from an API.,Microsoft.ApiManagement/service/apis/issues/delete
Microsoft.ApiManagement,service,Get Private Link Group resources,Microsoft.ApiManagement/service/privateLinkResources/read
Microsoft.ApiManagement,service,Create policy configuration at Operation level,Microsoft.ApiManagement/service/apis/operations/policy/write
Microsoft.ApiManagement,service,Delete the policy configuration at Operation level,Microsoft.ApiManagement/service/apis/operations/policy/delete
Microsoft.ApiManagement,service,Get the list of policy configuration at the API Operation level. or Get the policy configuration at the API Operation level.,Microsoft.ApiManagement/service/apis/operations/policies/read
Microsoft.ApiManagement,service,Get the policy configuration at Operation level,Microsoft.ApiManagement/service/apis/operations/policy/read
Microsoft.ApiManagement,service,Deletes the policy configuration at the Api Operation.,Microsoft.ApiManagement/service/apis/operations/policies/delete
Microsoft.ApiManagement,service,Creates or updates policy configuration for the API Operation level.,Microsoft.ApiManagement/service/apis/operations/policies/write
Microsoft.ApiManagement,service,Creates a new operation in the API or updates an existing one. or Updates the details of the operation in the API specified by its identifier.,Microsoft.ApiManagement/service/apis/operations/write
Microsoft.ApiManagement,service,Lists a collection of the operations for the specified API. or Gets the details of the API Operation specified by its identifier.,Microsoft.ApiManagement/service/apis/operations/read
Microsoft.ApiManagement,service,Deletes the specified operation in the API.,Microsoft.ApiManagement/service/apis/operations/delete
Microsoft.ApiManagement,service,Create policy configuration at API level,Microsoft.ApiManagement/service/apis/policy/write
Microsoft.ApiManagement,service,Delete the policy configuration at API level,Microsoft.ApiManagement/service/apis/policy/delete
Microsoft.ApiManagement,service,Get the policy configuration at the API level. or Get the policy configuration at the API level.,Microsoft.ApiManagement/service/apis/policies/read
Microsoft.ApiManagement,service,Get the policy configuration at API level,Microsoft.ApiManagement/service/apis/policy/read
Microsoft.ApiManagement,service,Deletes the policy configuration at the Api.,Microsoft.ApiManagement/service/apis/policies/delete
Microsoft.ApiManagement,service,Creates or updates policy configuration for the API.,Microsoft.ApiManagement/service/apis/policies/write
Microsoft.ApiManagement,service,Creates a new Release for the API. or Updates the details of the release of the API specified by its identifier.,Microsoft.ApiManagement/service/apis/releases/write
Microsoft.ApiManagement,service,Lists all releases of an API. An API release is created when making an API Revision current. Releases are also used to rollback to previous revisions. Results will be paged and can be constrained by the $top and $skip parameters. or Returns the details of an API release.,Microsoft.ApiManagement/service/apis/releases/read
Microsoft.ApiManagement,service,Removes all releases of the API or Deletes the specified release in the API.,Microsoft.ApiManagement/service/apis/releases/delete
Microsoft.ApiManagement,service,Removes all revisions of an API,Microsoft.ApiManagement/service/apis/revisions/delete
Microsoft.ApiManagement,service,Lists all revisions of an API.,Microsoft.ApiManagement/service/apis/revisions/read
Microsoft.ApiManagement,service,Assign tag to the Api.,Microsoft.ApiManagement/service/apis/tags/write
Microsoft.ApiManagement,service,Lists all Tags associated with the API. or Get tag associated with the API.,Microsoft.ApiManagement/service/apis/tags/read
Microsoft.ApiManagement,service,Detach the tag from the Api.,Microsoft.ApiManagement/service/apis/tags/delete
Microsoft.ApiManagement,service,Adds an API to the specified Gateway.,Microsoft.ApiManagement/service/gateways/apis/write
Microsoft.ApiManagement,service,Lists a collection of the APIs associated with a gateway.,Microsoft.ApiManagement/service/gateways/apis/read
Microsoft.ApiManagement,service,Deletes the specified API from the specified Gateway.,Microsoft.ApiManagement/service/gateways/apis/delete
Microsoft.ApiManagement,service,Adds an API to the specified product.,Microsoft.ApiManagement/service/products/apis/write
Microsoft.ApiManagement,service,Lists a collection of the APIs associated with a product.,Microsoft.ApiManagement/service/products/apis/read
Microsoft.ApiManagement,service,Deletes the specified API from the specified product.,Microsoft.ApiManagement/service/products/apis/delete
Microsoft.ApiManagement,service,Creates new or updates existing specified API of the API Management service instance. or Updates the specified API of the API Management service instance.,Microsoft.ApiManagement/service/apis/write
Microsoft.ApiManagement,service,Lists all APIs of the API Management service instance. or Gets the details of the API specified by its identifier.,Microsoft.ApiManagement/service/apis/read
Microsoft.ApiManagement,service,Deletes the specified API of the API Management service instance.,Microsoft.ApiManagement/service/apis/delete
Microsoft.ApiManagement,service,Creates or Updates a Api Version Set. or Updates the details of the Api VersionSet specified by its identifier.,Microsoft.ApiManagement/service/apiVersionSets/write
Microsoft.ApiManagement,service,Lists a collection of API Version Sets in the specified service instance. or Gets the details of the Api Version Set specified by its identifier.,Microsoft.ApiManagement/service/apiVersionSets/read
Microsoft.ApiManagement,service,Deletes specific Api Version Set.,Microsoft.ApiManagement/service/apiVersionSets/delete
Microsoft.ApiManagement,service,Creates or Updates a backend. or Updates an existing backend.,Microsoft.ApiManagement/service/backends/write
Microsoft.ApiManagement,service,Notifies the APIM proxy to create a new connection to the backend after the specified timeout. If no timeout was specified, timeout of 2 minutes is used.
Microsoft.ApiManagement,service,Lists a collection of backends in the specified service instance. or Gets the details of the backend specified by its identifier.,Microsoft.ApiManagement/service/backends/read
Microsoft.ApiManagement,service,Deletes the specified backend.,Microsoft.ApiManagement/service/backends/delete
Microsoft.ApiManagement,service,Get report aggregated by time periods or Get report aggregated by geographical region or Get report aggregated by developers. or Get report aggregated by products. or Get report aggregated by APIs or Get report aggregated by operations or Get report aggregated by subscription. or Get requests reporting data,Microsoft.ApiManagement/service/reports/read
Microsoft.ApiManagement,service,Adds an API to the specified Gateway.,Microsoft.ApiManagement/service/gateways/certificateAuthorities/write
Microsoft.ApiManagement,service,Get Gateway CAs list. or Get assigned Certificate Authority details.,Microsoft.ApiManagement/service/gateways/certificateAuthorities/read
Microsoft.ApiManagement,service,Unassign Certificate Authority from Gateway.,Microsoft.ApiManagement/service/gateways/certificateAuthorities/delete
Microsoft.ApiManagement,service,Creates or updates the certificate being used for authentication with the backend.,Microsoft.ApiManagement/service/certificates/write
Microsoft.ApiManagement,service,Lists a collection of all certificates in the specified service instance. or Gets the details of the certificate specified by its identifier.,Microsoft.ApiManagement/service/certificates/read
